"success","task","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","advice_direction","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","correct_1","rt_1","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","correct_2","rt_2","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response","question_order"
"","confidence_second","html-keyboard-response","475","2686232","0.0-142.0-6.0","1662.5","Confidence judgment (second response)","","","-1","-1","","","","left","96","96","50","false","42","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","476","2686234","0.0-143.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","3","7","52","259","300","41","left","81.75","false","1499.5","1","yes","left","left","96","false","false","1662.5","","","","","","",""
"","fixation","html-keyboard-response","477","2687599","0.0-144.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","478","2688116","0.0-144.0-1.0","null","[Dot display: left=300, right=258, diff=42]","null","","-1","-1","300","258","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","479","2689747","0.0-144.0-2.0","1628.6000000089407","Confidence judgement (first response)","","","-1","-1","","","","left","90.25","90.25","50","true","42","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","480","2690847","0.0-144.0-5.0-0.0","1099","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","481","2691662","0.0-144.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","482","2692634","0.0-144.0-6.0","969.6000000089407","Confidence judgment (second response)","","","-1","-1","","","","left","90.25","90.25","50","true","42","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","483","2692636","0.0-145.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","3","8","53","300","258","42","left","90.25","true","1628.6000000089407","3","yes","left","left","90.25","true","true","969.6000000089407","","","","","","",""
"","fixation","html-keyboard-response","484","2694148","0.0-146.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","485","2694664","0.0-146.0-1.0","null","[Dot display: left=300, right=258, diff=42]","null","","-1","-1","300","258","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","486","2696260","0.0-146.0-2.0","1594.2000000029802","Confidence judgement (first response)","","","-1","-1","","","","left","87.75","87.75","50","true","42","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","487","2697274","0.0-146.0-3.0-0.0","1013","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","488","2698076","0.0-146.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","489","2699552","0.0-146.0-6.0","1474.2999999970198","Confidence judgment (second response)","","","-1","-1","","","","left","97.25","97.25","50","true","42","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","490","2699555","0.0-147.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","3","9","54","300","258","42","left","87.75","true","1594.2000000029802","1","yes","left","left","97.25","true","true","1474.2999999970198","","","","","","",""
"","fixation","html-keyboard-response","491","2700896","0.0-148.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","492","2701402","0.0-148.0-1.0","null","[Dot display: left=300, right=258, diff=42]","null","","-1","-1","300","258","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","493","2704660","0.0-148.0-2.0","3256.199999988079","Confidence judgement (first response)","","","-1","-1","","","","left","90.25","90.25","50","true","42","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","494","2705738","0.0-148.0-5.0-0.0","1077","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","495","2706549","0.0-148.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","496","2707750","0.0-148.0-6.0","1199.2000000029802","Confidence judgment (second response)","","","-1","-1","","","","left","90.25","90.25","50","true","42","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","497","2707752","0.0-149.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","3","10","55","300","258","42","left","90.25","true","3256.199999988079","3","yes","left","left","90.25","true","true","1199.2000000029802","","","","","","",""
"","attncheck","html-button-response","498","2711363","0.0-150.0","3609","attncheck","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Next","","","","",""
"","fixation","html-keyboard-response","499","2712598","0.0-151.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","500","2713108","0.0-151.0-1.0","null","[Dot display: left=300, right=258, diff=42]","null","","-1","-1","300","258","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","501","2714939","0.0-151.0-2.0","1829.5","Confidence judgement (first response)","","","-1","-1","","","","left","86.25","86.25","50","true","41","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","502","2716015","0.0-151.0-5.0-0.0","1074","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","503","2716831","0.0-151.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","504","2718333","0.0-151.0-6.0","1500.699999988079","Confidence judgment (second response)","","","-1","-1","","","","left","86.25","86.25","50","true","41","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","505","2718336","0.0-152.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","3","11","56","300","258","42","left","86.25","true","1829.5","3","yes","left","left","86.25","true","true","1500.699999988079","","","","","","",""
"","fixation","html-keyboard-response","506","2719728","0.0-153.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","507","2720246","0.0-153.0-1.0","null","[Dot display: left=300, right=259, diff=41]","null","","-1","-1","300","259","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","508","2722272","0.0-153.0-2.0","2024.7999999970198","Confidence judgement (first response)","","","-1","-1","","","","right","73.75","50","73.75","false","42","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","509","2723073","0.0-153.0-4.0-0.0","799","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","510","2723883","0.0-153.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","511","2725825","0.0-153.0-6.0","1939.2999999970198","Confidence judgment (second response)","","","-1","-1","","","","left","95.5","95.5","50","true","42","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","512","2725835","0.0-154.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","3","12","57","300","259","41","right","73.75","false","2024.7999999970198","2","yes","left","left","95.5","true","true","1939.2999999970198","","","","","","",""
"","fixation","html-keyboard-response","513","2727230","0.0-155.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
